"List of employers who were issued a positive Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011  and business location in 2017 (January-June)",,,,,
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Positions Approved
,,3165086 Canada inc.,"Montreal, QC H1P 2B3",6332-Bakers,1
,,3579000 Canada Inc.,"Laval, QC H7T 2H6",7322-Motor vehicle body repairers,1
,,3875474 Canada Inc,"Montreal, QC H4B 2P4",5252-Coaches,1
,,6179631 Canada Inc,"Montréal, QC H2T 1Y1",5241-Graphic designers and illustrators,1
,,6212646 Canada Inc,"Gatineau, QC J8Y 3Y8",6322-Cooks,1
,,6362222 Canada Inc.,"Montréal, QC H3E 3B3",2173-Software engineers and designers,1
,,6450113 Canada Inc.,"Montréal, QC H4A 3J3",6322-Cooks,2
,,6750630 Canada Inc,"Montréal, QC H4B 1P3",6322-Cooks,1
,,6922970 Canada Inc,"Westmount, QC H3Z 2Y5","0124-Advertising, marketing and public relations managers",1
,,6933602 CANADA INC.,"Cote St-Luc, QC H4V 2V7",1223-Human resources and recruitment officers,1
,,7143095 Canada Inc.,"Montréal, QC H1P 3J8",6322-Cooks,1
,,7521332 Canada Inc.,"Boucherville, QC J4B 6P5",6322-Cooks,1
,,7880456 Canada Inc.,"Montreal, QC H3N 1V1",2173-Software engineers and designers,1
,,8710759 Canada inc.,"Montreal, QC H2L 2H5",1241-Administrative assistants,1
,,8735344 Canada Inc.,"Montreal, QC H3A 2W5","1123-Professional occupations in advertising, marketing and public relations",1
,,9018-6560 Québec Inc.,"Montreal, QC H2Y 2E1","5232-Other performers, n.e.c.",4
,,,,"5243-Theatre, fashion, exhibit and other creative designers",1
,,9022-5814 Québec Inc,"Laval, QC H7L 3S4",2174-Computer programmers and interactive media developers,1
,,9056-6696 Québec inc,"Ste-Foy, QC G1P 3T6",7322-Motor vehicle body repairers,1
,,9065-1183 Québec Inc,"Mont-Tremblant, QC J0E 1B1",6322-Cooks,1
,,9068-3152 Québec Inc.,"Westmount, QC H3Z 2P9",4151-Psychologists,1
,,9082-8773 Québec Inc.,"Québec, QC G2J 0B9","5131-Producers, directors, choreographers and related occupations",1
,,9097-9923 Québec Inc,"Ste-Foy, QC G1V 4T3","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,9098-0558 Québec inc.,"Westmount, QC H3Z 1E7",6322-Cooks,4
,,9100-2253 Québec inc.,"Montréal, QC H2T 2K3",6322-Cooks,1
,,9113-3298 Quebec inc.,"St-Edmond de Gratham, QC J0C 1K0",7237-Welders and related machine operators,1
,,9120-1202 Quebec inc.,"Montréal, QC H2V 1K5",5241-Graphic designers and illustrators,1
,,9124-5936 Québec inc.,"Saint-Eustache, QC J7R 0J5","9213-Supervisors, food, beverage and associated products processing",1
,,9131-8501 Québec Inc,"Québec, QC G1R 3X3",6321-Chefs,1
,,9136-3713 Québec Inc,"Montreal, QC H2K 2H3",6322-Cooks,1
,,9149-0698 Québec Inc.,"St-Laurent, QC H4L 3L7",6322-Cooks,1
,,9152-7945 Québec Inc.,"Montreal, QC H4C 2C7","0124-Advertising, marketing and public relations managers",2
,,9158-1231 QUÉBEC INC.,"Montreal, QC H3L 2E5",0631-Restaurant and food service managers,1
,,,,6322-Cooks,1
,,9161-3091 Québec Inc.,"Montreal, QC H2X 2V7",6321-Chefs,2
,,,,6322-Cooks,1
,,9164-5887 Québec inc.,"Montréal, QC H2S 1K6",6322-Cooks,1
,,9180-8667 Québec Inc.,"Montréal, QC H3H 1M6",6322-Cooks,1
,,9186-5758 Québec Inc.,"Montréal, QC H4N 3B8",1241-Administrative assistants,1
,,9197-1168 Québec Inc.,"Montréal, QC H3C 2N5",2171-Information systems analysts and consultants,2
,,9197-2562 Québec Inc,"Baie-D'Urfé, QC H9X 3K3",2111-Physicists and astronomers,1
,,9201-6286 Québec inc,"Sainte-Monique, QC G0W 2T0",8241-Logging machinery operators,1
,,9207-0945 Quebec Inc,"Montréal, QC H4A 1E3",6321-Chefs,1
,,9210-1005 Québec Inc,"Longueuil, QC J4M 2L8",7237-Welders and related machine operators,2
,,9211-8066 Québec Inc,"Montreal, QC H3C 3Z7",6322-Cooks,2
,,9217-2410 Québec Inc.,"Sainte-Claire, QC G0R 2V0",7237-Welders and related machine operators,4
,,9219-1568 Québec Inc.,"Montreal, QC H4P 2H2",2171-Information systems analysts and consultants,1
,,,,2174-Computer programmers and interactive media developers,1
,,9228-5477 Québec inc.,"L'île - Perrot, QC J6V 6L7",6322-Cooks,1
,,9246-9774 Québec inc.,"Candiac, QC J5R 0L5",6321-Chefs,1
,,9252-2853 Québec Inc.,"Westmount, QC H3Z 1P2",6322-Cooks,1
,,9252-5641 Québec Inc.,"Montréal, QC H2S 1L2",7311-Construction millwrights and industrial mechanics,1
,,9254-1036 QUÉBEC INC.,"Montréal, QC H2X 1B3",6322-Cooks,1
,,9257-4607 Quebec Inc.,"Laval, QC H7L 3J4",1241-Administrative assistants,1
,,9262-8288 Québec Inc,"Sherbrooke, QC J1H 4B5",6322-Cooks,1
,,9263-2595 Québec Inc.,"Montréal, QC H2T 2L1",6322-Cooks,1
,,9272-3550 Québec Inc.,"Montréal, QC H2L 1A9",6322-Cooks,1
,,9282-4598 Québec Inc.,"Montréal, QC H4A 1N8","5131-Producers, directors, choreographers and related occupations",1
,,,,5241-Graphic designers and illustrators,1
,,9284-8779 Québec Inc.,"Ste-Julie, QC J3E 0C3",7322-Motor vehicle body repairers,1
,,9298-2230 Québec Inc.,"Montréal, QC H2Z 1E3",6322-Cooks,1
,,9298-7387 Québec inc.,"Montréal, QC H3K 1G6",2171-Information systems analysts and consultants,1
,,9310-5997 Québec Inc.,"Montréal, QC H1W 1S3",6321-Chefs,1
,,9314-1703 Québec inc.,"Montréal, QC H4A 1W1",6322-Cooks,1
,,9317-0942 Québec Inc,"St-Michel-des-Saints, QC J0K 3B0",6321-Chefs,1
,,9325-6063 Québec Inc.,"Montréal, QC H3H 1M2",0621-Retail and wholesale trade managers,1
,,"9332-0034 Québec Inc,.","Huntington, QC J0S 1H0",1225-Purchasing agents and officers,1
,,9346-3800 Québec inc.,"Montréal, QC H2K 1M6",6322-Cooks,1
,,9350-4389 Québec Inc,"Montreal, QC H3B 2E3",2173-Software engineers and designers,1
,,9796851 Canada Inc.,"Montreal, QC H3A 2R7",6321-Chefs,1
,,A. Malo Compagnie Limitée,"Joliette, QC J6E 5N9",7231-Machinists and machining and tooling inspectors,2
,,Abacus Ressources Humaines Inc.,"Montréal, QC H2Y 2M2","0124-Advertising, marketing and public relations managers",1
,,Abaplab Inc,"Montréal, QC H2P 2Y1",2174-Computer programmers and interactive media developers,1
,,Absolunet inc.,"Boisbriand, QC J7H 1S6",2175-Web designers and developers,2
,,Advantech sans fil Inc./Advantech Wireless Inc.,"Dorval, QC H9P 1G1",0213-Computer and information systems managers,1
,,,,2173-Software engineers and designers,1
,,AERONAV  INC.,"Pointe-Claire, QC H9R 4T7",6221-Technical sales specialists - wholesale trade,1
,,Agence Cast-A-Way Inc./Cast-A-Way Agency Inc.,"Kirkland, QC H9H 3C4",1222-Executive assistants,1
,,"Aldex Chemical Company, Ltd.","Granby, QC J2G 8V1",0601-Corporate sales managers,1
,,Alfid Services Immobiliers Limitée,"Montréal, QC H2Y 2W2","0013-Senior managers - financial, communications and other business services",1
,,Aliments Shanti Inc.,"Montréal, QC H4N 1G5",6322-Cooks,1
,,Alten Canada inc.,"Montréal, QC H3B 4N4",2174-Computer programmers and interactive media developers,3
,,,,2281-Computer network technicians,1
,,Altitude Aerospace Inc.,"Montréal, QC H4S 1T2",2146-Aerospace engineers,1
,,Amp Me Inc,"Montréal, QC H3B 2E3",2174-Computer programmers and interactive media developers,1
,,APN INC,"Québec, QC G1P 4S5",7231-Machinists and machining and tooling inspectors,1
,,Assystem Canada Inc.,"St-Laurent, QC H4N 2L3",2241-Electrical and electronics engineering technologists and technicians,1
,,Astucemedia,"Montréal, QC H3C 5X5",2175-Web designers and developers,1
,,Atelier d'usinage Mégatech AQ inc.,"Québec, QC G1P 4M9",7231-Machinists and machining and tooling inspectors,9
,,Aurel Harvey & Fils Inc.,"La Malbaie, QC G5A 1C5",7237-Welders and related machine operators,1
,,,,"7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",7
,,Auto Bugatti Inc.,"Montréal, QC H9P 1G4",7322-Motor vehicle body repairers,1
,,Autodesk Canada Co.,"Montreal, QC H2Y 2E1",2173-Software engineers and designers,3
,,,,2174-Computer programmers and interactive media developers,1
,,AUTOINTEX INC.,"Lachine, QC H8S 1B4",2282-User support technicians,1
,,Aux Petits Délices,"Québec, QC G1N 4L5","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Bar Buonanotte,"Montréal, QC H2S 3C9",6322-Cooks,1
,,Bastos Restaurant Inc.,"St-Jean-sur-Richelieu, QC J3B 6X8",6322-Cooks,1
,,Baultar Concept Inc.,"Windsor, QC J1S 0A4",6221-Technical sales specialists - wholesale trade,1
,,Beenox inc.,"Québec, QC G1K 3H3","5131-Producers, directors, choreographers and related occupations",1
,,,,5241-Graphic designers and illustrators,6
,,Behaviour Interactif Inc.,"Montréal, QC H2S 3H1",2173-Software engineers and designers,1
,,,,2174-Computer programmers and interactive media developers,2
,,,,"5131-Producers, directors, choreographers and related occupations",1
,,,,5241-Graphic designers and illustrators,1
,,Béton Bolduc Inc.,"Sainte-Marie de Beauce, QC G6E 1G8","9414-Concrete, clay and stone forming operators",1
,,Beyond Technologies Consulting Inc./Solutions Beyond Technologies Inc.,"Montréal, QC H3C 2M1",2171-Information systems analysts and consultants,1
,,,,2174-Computer programmers and interactive media developers,1
,,Bistro Chef Panza Inc.,"Laval, QC H7T 1B2",6322-Cooks,1
,,BNP Paribas Solutions TI Canada Inc.,"Montréal, QC H3A 2W8",2171-Information systems analysts and consultants,2
,,Boccard Life Sciences Inc.,"Montreal, QC H2Y 1T4",0211-Engineering managers,1
,,,,2132-Mechanical engineers,1
,,Bombardier Inc.,"Montréal, QC H3B 1Y8",2146-Aerospace engineers,3
,,Boucherie et Epicerie Soares & Fils Inc.,"Montréal, QC H2W 1H1","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,BRP inc.,"Valcourt, QC J0E 2L0","0016-Senior managers - construction, transportation, production and utilities",1
,,,,2232-Mechanical engineering technologists and technicians,1
,,Caisse de Dépôt et Placements du Québec,"Montréal, QC H2Z 2B3","0013-Senior managers - financial, communications and other business services",1
,,,,1112-Financial and investment analysts,2
,,Caméléon Vert Plantes Tropicales Inc,"Beaconsfield, QC H9W 4W2",5241-Graphic designers and illustrators,1
,,Canada Pipe Compagny ULC,"Ste-Croix, QC G0S 2H0",5241-Graphic designers and illustrators,1
,,Canadian National Railway Company,"Montréal, QC H3B 2M9","0016-Senior managers - construction, transportation, production and utilities",1
,,Carrosserie Boisvert et Losier Inc.,"Blainville, QC J7C 4L8",7322-Motor vehicle body repairers,1
,,CAVALIA Inc,"Montréal, QC H2V 4A9","1123-Professional occupations in advertising, marketing and public relations",1
,,,,"5226-Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",28
,,,,"6313-Accommodation, travel, tourism and related services supervisors",1
,,,,6316-Other services supervisors,1
,,,,"7384-Other trades and related occupations, n.e.c.",1
,,,,"8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Centre de recherche en sciences animales de Deschambault Inc.,"Deschambault, QC G0A 1S0",0212-Architecture and science managers,1
,,Centre d'Éducation Hanca (6413587 Canada inc.),"Montréal, QC H4B 2M5","0124-Advertising, marketing and public relations managers",1
,,Centre integré de santé et de services de la Gaspésie,"Sainte-Anne-des-Monts, QC G4V 2C4",3112-General practitioners and family physicians,1
,,CFR Dorchester Inc,"Sainte-Claire, QC G0R 2V0",7231-Machinists and machining and tooling inspectors,1
,,Chez Masuya Inc.,"Montréal, QC H3G 2J2",0631-Restaurant and food service managers,1
,,CHU de Québec - Université Laval,"Québec, QC G1R 2J6",2121-Biologists and related scientists,1
,,,,3125-Other professional occupations in health diagnosing and treating,1
,,CHU Sainte-Justine,"Montréal, QC H3T 1C5",3012-Registered nurses and registered psychiatric nurses,2
,,,,3233-Licensed practical nurses,1
,,,,"4165-Health policy researchers, consultants and program officers",1
,,Ciment Mclnnis Inc.,"Port-Daniel-Gascons, QC G0C 2N0",0714-Facility operation and maintenance managers,1
,,Cinesite Inc.,"Montréal, QC H2Y 0A3",5241-Graphic designers and illustrators,16
,,CISSS de l'Abitibi-Témiscamingue,"Val d'or, QC J9P 3Y2",3012-Registered nurses and registered psychiatric nurses,2
,,CISSS de l'Outaouais,"Gatineau, QC J8P 7H2",3111-Specialist physicians,2
,,,,3112-General practitioners and family physicians,1
,,CitiFinancial Canada Inc.,"Montréal, QC H3B 4Z9",0213-Computer and information systems managers,1
,,CiToxLAB North America Inc.,"Laval, QC H7V 4B3",2112-Chemists,1
,,CIUSSS de la Capitale-Nationale (Secteur Charlevoix),"Baie Saint-Paul, QC G3Z 2J6",3012-Registered nurses and registered psychiatric nurses,2
,,CIUSSS de l'Est-de l'Ile-de Montréal,"Montréal, QC H1T 2M4",3012-Registered nurses and registered psychiatric nurses,6
,,CIUSSS du Nord-de-l'Ile-de-Montreal,"Montréal, QC H4J 1C5",3112-General practitioners and family physicians,1
,,Clinamen Film,"Montreal, QC H2J 4A3",5135-Actors and comedians,3
,,Clinique dentaire Jean-Yves Berthiaud Inc.,"North Hatley, QC J0B 2C0",3113-Dentists,1
,,Clinique Sinocare,"Montréal, QC H4A 3J8",3232-Practitioners of natural healing,1
,,Club De Natation Neptune Inc.,"St-Jérôme, QC J7Z 5T7",5252-Coaches,1
,,CMC ELECTRONICS INC.,"Saint-Laurent, QC H4M 2S9",2146-Aerospace engineers,1
,,COFOMO Québec inc.,"Québec, QC G2J 0B9",2174-Computer programmers and interactive media developers,6
,,Collège des médecins du Québec,"Montréal, QC H3B 0G2",3111-Specialist physicians,8
,,,,3112-General practitioners and family physicians,4
,,COLO-D Inc.,"Drummondville, QC J2C 7W2",6221-Technical sales specialists - wholesale trade,1
,,Communauté Hellénique du Grand Montréal,"Montréal, QC H3S 2V7",4032-Elementary school and kindergarten teachers,2
,,Communication Visuelle,"Laval, QC H7K 3N1","5232-Other performers, n.e.c.",5
,,Compulsion Games inc.,"Montreal, QC H4C 2Z6",2174-Computer programmers and interactive media developers,1
,,Concordia University,"Montréal, QC H3G 1M8",4011-University professors and lecturers,4
,,CONSEILLERS EN GESTION ET INFORMATIQUE CGI INC,"Montreal, QC H3G 1T4",2171-Information systems analysts and consultants,20
,,,,2174-Computer programmers and interactive media developers,19
,,CONSTRUCTION DEMATHIEU ET BARD INC,"St-Jérôme, QC J7Y 4P7",2131-Civil engineers,1
,,Construction Opera Inc.,"Montréal, QC H1P 3M3","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Consultants en Gestion de Patrimoine Blue Bridge Inc.,"Montréal, QC H3A 3J6",4112-Lawyers and Quebec notaries,1
,,Corem,"Québec, QC G1N 1X7",2113-Geoscientists and oceanographers,1
,,Corporation Développement Knowlton Inc,"Longueuil, QC J4H 4A6","0013-Senior managers - financial, communications and other business services",1
,,Corporation Financière Thinking Capital,"Montréal, QC H3Z 1V4",2174-Computer programmers and interactive media developers,1
,,Corporation Interactive EIDOS,"Montréal, QC H3A 1G1",2174-Computer programmers and interactive media developers,3
,,,,5241-Graphic designers and illustrators,2
,,COVEO SOLUTIONS INC.,"Quebec, QC G1W 2K7",2174-Computer programmers and interactive media developers,1
,,Creaform Inc,"Lévis, QC G6W 0L9",2253-Drafting technologists and technicians,3
,,Croesus Finansoft Inc.,"Laval, QC H7V 4B4",2281-Computer network technicians,1
,,Dalkotech Inc.,"Sherbrooke, QC J1N 0G2",7237-Welders and related machine operators,2
,,Dassault Systèmes Canada Inc.,"Montréal, QC H2Y 1N9",2173-Software engineers and designers,1
,,Diabsolut Inc.,"Pointe-Claire, QC H9R 5P4",2171-Information systems analysts and consultants,1
,,Diffusion Multi-Monde Inc,"Montreal, QC H2W 1Y7","0124-Advertising, marketing and public relations managers",1
,,District M inc.,"Montréal, QC H2T 3B3","0124-Advertising, marketing and public relations managers",1
,,Divertissements Gameloft Inc.,"Montréal, QC H2R 2Z5",2172-Database analysts and data administrators,1
,,,,2283-Information systems testing technicians,2
,,,,4163-Business development officers and marketing researchers and consultants,2
,,,,"5131-Producers, directors, choreographers and related occupations",1
,,,,5225-Audio and video recording technicians,1
,,,,5241-Graphic designers and illustrators,6
,,Domaine des 3 Moulins,"Neuville, QC G0A 2R0",0821-Managers in agriculture,1
,,Dulcedo Inc.,"Montréal, QC H2Y 2G1","5232-Other performers, n.e.c.",2
,,E2M - ÉQUIPEMENT MÉDICAL MOBILE INC.,"Montréal, QC H3G 1W3",6221-Technical sales specialists - wholesale trade,1
,,Ebénisterie Classique Inc,"Ste-Thérèse, QC J7E 1G2",7272-Cabinetmakers,1
,,Ecole De Technologie Superieure,"Montreal, QC H3C 1K3",4011-University professors and lecturers,1
,,EFFENTI INC.,"Québec, QC G1W 2K7",2174-Computer programmers and interactive media developers,2
,,Effets Spéciaux Frima Inc.,"Québec, QC G1K 3M8",5241-Graphic designers and illustrators,1
,,eFront solutions financières inc.,"Montréal, QC H3A 2R7",0601-Corporate sales managers,1
,,Electroline Equipment Inc.,"Saint-Laurent, QC H4N 1S2","0124-Advertising, marketing and public relations managers",1
,,Ellicom Inc.,"Montréal, QC H3H 2T3",5241-Graphic designers and illustrators,1
,,Emeres inc.,"Westmount, QC H3Y 1T3",0601-Corporate sales managers,1
,,Emplois Compétences inc.,"Sherbrooke, QC J1J 2C2",1223-Human resources and recruitment officers,1
,,Engrenages Spécialisés Inc.,"Richmond, QC J0B 2H0",7231-Machinists and machining and tooling inspectors,2
,,Entourage Spectacle Inc.,"Boucherville, QC J4B 5M7","5232-Other performers, n.e.c.",1
,,ÉQUIPEMENTS S. LAROCHE INC.,"ISSOUDUN, QC G0S 1L0",7237-Welders and related machine operators,1
,,Equipements Smartbox inc.,"Westmount, QC H3Z 1P7",2174-Computer programmers and interactive media developers,1
,,Ericsson Canada Inc.,"Montréal, QC H4S 0B6",0213-Computer and information systems managers,1
,,,,2173-Software engineers and designers,1
,,Ersa Precision Inc.,"Montréal, QC H1E 1R3",7231-Machinists and machining and tooling inspectors,1
,,Explorance inc.,"Montreal, QC H3A 1T1",2174-Computer programmers and interactive media developers,1
,,Fabrication Fermos Inc.,"Montréal, QC H1H 2V7",2175-Web designers and developers,1
,,Facilité Conseils et Solutions Inc.,"Montréal, QC H3B 2G2",2174-Computer programmers and interactive media developers,3
,,Facilité Solutions Sécurité,"Montréal, QC H3B 2G2",2171-Information systems analysts and consultants,1
,,Famic Technologies Inc.,"Saint-Laurent, QC H4M 2X5",6221-Technical sales specialists - wholesale trade,1
,,Fédération des caisses Desjardins du Québec,"Lévis, QC G6V 6P8",1111-Financial auditors and accountants,3
,,Fednav International Ltd.,"Montreal, QC H3B 4W5",0731-Managers in transportation,2
,,Festival Chromatic,"Montréal, QC H2W 1Z3","0124-Advertising, marketing and public relations managers",1
,,Fin Finaud Consultant,"Montréal, QC H2G 2H4",2174-Computer programmers and interactive media developers,1
,,Flex-Pression Limitée,"Montréal, QC H4S 1Y2",2233-Industrial engineering and manufacturing technologists and technicians,1
