"List of employers who were issued a positive Labour Market Impact Assessment (LMIA) by Stream,  National Occupational Classification (NOC) 2011 and business location in 2017 (July-September)",,,,,
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Positions Approved
,,CLX Networks Canada Inc.,"Montréal, QC H3A 2G4",2174-Computer programmers and interactive media developers,1
,,Code3 Coopérative de Solidarité,"Montreal, QC H2Y 2P1",2171-Information systems analysts and consultants,1
,,Cofomo Développement Inc.,"Montréal, QC H3B 4W5",2174-Computer programmers and interactive media developers,3
,,COFOMO Québec inc.,"Québec, QC G2J 0B9",2174-Computer programmers and interactive media developers,8
,,Collège des médecins du Québec,"Montréal, QC H3B 0G2",3111-Specialist physicians,5
,,Collège St-Michel,"Montréal, QC H2G 1B8",2281-Computer network technicians,1
,,Commission scolaire Hauts-Bois-de-l'Outaouais,"Maniwaki, QC J9E 1H5",4151-Psychologists,1
,,Communication Visuelle,"Laval, QC H7K 3N1","5232-Other performers, n.e.c.",4
,,Compulsion Games inc.,"Montreal, QC H4C 2Z6","0124-Advertising, marketing and public relations managers",1
,,,,2174-Computer programmers and interactive media developers,1
,,Concordia University,"Montréal, QC H3G 1M8","2148-Other professional engineers, n.e.c.",1
,,,,4011-University professors and lecturers,4
,,CONSEILLERS EN GESTION ET INFORMATIQUE CGI INC,"Montreal, QC H3G 1T4",2171-Information systems analysts and consultants,8
,,,,2174-Computer programmers and interactive media developers,10
,,Corporation Financière Thinking Capital,"Montréal, QC H3Z 1V4",2173-Software engineers and designers,1
,,Corporation Interactive EIDOS,"Montréal, QC H3A 1G1",2174-Computer programmers and interactive media developers,1
,,,,5241-Graphic designers and illustrators,2
,,Creaform Inc,"Lévis, QC G6W 0L9",2253-Drafting technologists and technicians,3
,,David&Goliath Communication-Marketing Inc,"Outremont, QC H2V 1A5",1241-Administrative assistants,1
,,Diacarb Inc.,"Saint-Laurent, QC H4S 1E5",7231-Machinists and machining and tooling inspectors,1
,,Divertissements Gameloft Inc.,"Montréal, QC H2R 2Z5",2174-Computer programmers and interactive media developers,2
,,,,2283-Information systems testing technicians,1
,,,,5241-Graphic designers and illustrators,3
,,DLP Technologies inc.,"Cap-St-Ignace, QC G0R 1H0",7231-Machinists and machining and tooling inspectors,1
,,Dollarama LP,"Montreal, QC H4P 0A1",1112-Financial and investment analysts,1
,,Données Modulo Inc.,"Lévis, QC G6V 3P5",2173-Software engineers and designers,1
,,Dulcedo Inc.,"Montréal, QC H2Y 2G1","5232-Other performers, n.e.c.",1
,,ÉBÉNISTE D'ART INC.,"St-Bonaventure, QC J0C 1C0",7272-Cabinetmakers,1
,,Ecole Nationale De Theatre,"Montréal, QC H2J 2L8","5131-Producers, directors, choreographers and related occupations",1
,,eFront solutions financières inc.,"Montréal, QC H3A 2R7",2171-Information systems analysts and consultants,1
,,Element AI Inc.,"Montréal, QC H2W 2R2",2173-Software engineers and designers,1
,,Elyo Shawarma Inc.,"Gatineau, QC J8T 5T7",6321-Chefs,1
,,En toute confiance Inc.,"Montréal, QC H2Z 2B9",2171-Information systems analysts and consultants,1
,,Enero Solutions Inc,"Montréal, QC H3J 1S6",2133-Electrical and electronics engineers,1
,,Enseignes Montreal Neon Signs Inc.,"Laval, QC H7T 0H3","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Equalit.ie Inc.,"Montreal, QC H2T 1X3",2174-Computer programmers and interactive media developers,1
,,Estampro Inc,"St-Évariste, QC G0M 1S0",7231-Machinists and machining and tooling inspectors,1
,,,,7237-Welders and related machine operators,7
,,EVENTLEADER SERVICES INC.,"St-Lambert, QC J4P 2K8",1226-Conference and event planners,1
,,Exagens Corp.,"Montreal, QC H2Y 1Z5",2174-Computer programmers and interactive media developers,1
,,Expertus Technologies Inc,"Montréal, QC H3A 1V4",2174-Computer programmers and interactive media developers,1
,,EY LLP,"Montréal, QC H3B 1X9","0013-Senior managers - financial, communications and other business services",1
,,Fabrication SBL Inc.,"Saint-Benoit-Labre, QC G0M 1P0",7237-Welders and related machine operators,3
,,Facilité Conseils et Solutions Inc.,"Montréal, QC H3B 2G2",2174-Computer programmers and interactive media developers,5
,,Faro Technologies Canada Inc,"Westmount, QC H3Z 1T3",2174-Computer programmers and interactive media developers,1
,,Fime Inc.,"Montreal, QC H2Z 1S8",6221-Technical sales specialists - wholesale trade,1
,,Garage Azores Inc.,"Montréal, QC H2G 3A6",7322-Motor vehicle body repairers,1
,,Garage L. Tufano Inc,"Montreal, QC H2S 3H2",7322-Motor vehicle body repairers,1
,,Globe Medic Ltd,"Montreal, QC H7A 1R8",6221-Technical sales specialists - wholesale trade,1
,,Gomel inc.,"Saint Bruno de Montarville, QC J3V 6H6",7511-Transport truck drivers,1
,,Groupe Askida inc.,"Montréal, QC H2Y 2P5",2173-Software engineers and designers,1
,,Groupe Atallah inc.,"Montréal, QC H2N 2E7","5232-Other performers, n.e.c.",16
,,Groupe Dynamite inc,"Ville Mont-Royal, QC H4P 1M2","0013-Senior managers - financial, communications and other business services",1
,,,,0911-Manufacturing managers,1
,,Groupe Gorilla Canada Inc. / Gorilla Group Canada inc.,"Montreal, QC H2Y 2W8",2173-Software engineers and designers,1
,,Groupe In-RGY Consultation Inc,"Montréal, QC H2Y 1Y3",2171-Information systems analysts and consultants,2
,,Groupe SECTOR Canada inc.,"Montréal, QC H3G 1W3",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Gymbirds Inc.,"DDO, QC H9A 1S3",2174-Computer programmers and interactive media developers,1
,,Hardwater Fashion inc,"Montreal, QC H2N 2C9","5245-Patternmakers - textile, leather and fur products",1
,,Hébergement OVH Inc.,"Montreal, QC H3A 2N4",2171-Information systems analysts and consultants,1
,,HEC Montréal,"Montréal, QC H3T 2A7",4011-University professors and lecturers,6
,,IMDS Software Inc.,"Montréal, QC H2Y 3P6",2174-Computer programmers and interactive media developers,3
,,Incloud Solutions d'affaires inc,"Montreal, QC H3C 1C7",2174-Computer programmers and interactive media developers,1
,,Industries Canatal Inc.,"Thetford Mines, QC G6G 6P6",7237-Welders and related machine operators,1
,,InfoVista Canada Inc.,"Gatineau, QC J8Z 1W2",2173-Software engineers and designers,1
,,Innu-Science Canada Inc.,"Sainte-Julie, QC J3E 1Z6",6411-Sales and account representatives - wholesale trade (non-technical),1
,,Institut de recherches cliniques de Montréal,"Montréal, QC H2W 1R7",2121-Biologists and related scientists,1
,,Intermark Transport Inc.,"La Prairie, QC J5R 6W9",7511-Transport truck drivers,5
,,Isart Digital Montréal Inc.,"Montréal, QC H3G 1R8",0421-Administrators - post-secondary education and vocational training,1
,,KeaText inc.,"St-Laurent, QC H4R 3M2",2175-Web designers and developers,1
,,Kinda Montréal 1 Inc.,"Montréal, QC H3A 2S9",6322-Cooks,1
,,KINESSOR GROUPE-CONSEILS INC.,"Montréal, QC H3B 1P5",2171-Information systems analysts and consultants,1
,,Ktalysis Inc.,"Montréal, QC H3C 1C7",2171-Information systems analysts and consultants,1
,,Kwanko Numérique Inc.,"Montréal, QC H3B 4G7","0124-Advertising, marketing and public relations managers",1
,,La Maison Simons,"Québec, QC G1R 3V9",5221-Photographers,4
,,,,"5232-Other performers, n.e.c.",26
,,LA PIAZZA PAZZA,"Brossard, QC J4Y 1A2",6322-Cooks,1
,,Lallemand Inc,"Montreal, QC H1W 2N8",2132-Mechanical engineers,1
,,Laporte Experts Conseils Inc.,"Montréal, QC H4P 1L4",2141-Industrial and manufacturing engineers,1
,,,,2233-Industrial engineering and manufacturing technologists and technicians,1
,,Larian Québec inc.,"Québec, QC G1K 3C7",5241-Graphic designers and illustrators,2
,,Latécoère  SERVICE CANADA INC.,"Laval, QC H7P 0J1",2132-Mechanical engineers,1
,,Le Chateau Inc.,"Saint Laurent, QC H4N 2M3",5241-Graphic designers and illustrators,1
,,Le Palais Libanais inc.,"Gatineau, QC J8T 8H4",6321-Chefs,1
,,Les 7 doigts de la main (2003) inc.,"Montréal, QC H2W 1M5","5227-Support occupations in motion pictures, broadcasting, photography and the performing arts",1
,,Les Chaussures Rubino Inc.,"Montréal, QC H1P 3B4",1225-Purchasing agents and officers,1
,,Les Produits Florisec Inc.,"Longueuil, QC J4N 1C7",1241-Administrative assistants,1
,,Les Services Conseils Systématix Inc.,"Québec, QC G1V 4W2",2171-Information systems analysts and consultants,1
,,,,2174-Computer programmers and interactive media developers,2
,,Les Services Optométriques Beauport inc.,"Québec, QC G1E 1Z1",3231-Opticians,1
,,Les Studios Bethesda Montréal Inc.,"Montréal, QC H3C 2M7",2174-Computer programmers and interactive media developers,2
,,Les Studios Moment Factory Inc.,"Montréal, QC H2V 4H8",2174-Computer programmers and interactive media developers,1
,,,,"5131-Producers, directors, choreographers and related occupations",2
,,,,5241-Graphic designers and illustrators,4
,,Lightspeed POS inc.,"Montreal, QC H2Y 1A6","1123-Professional occupations in advertising, marketing and public relations",1
,,L'industrielle Alliance,"Québec, QC G1K 7M3",2174-Computer programmers and interactive media developers,1
,,Ludia inc,"Montréal, QC H2Y 2P5",2174-Computer programmers and interactive media developers,1
,,,,5241-Graphic designers and illustrators,2
,,LumaPix Inc.,"Brossard, QC J4W 1M2",2174-Computer programmers and interactive media developers,1
,,LVL Studio Inc.,"Montréal,Qc, QC H2W 2R2",2174-Computer programmers and interactive media developers,1
,,Magasin Laura (P.V.) Inc.,"Laval, QC H7L 3W2","5232-Other performers, n.e.c.",4
,,Manac Inc.,"St-Georges de Beauce, QC G5Y 8G6",7237-Welders and related machine operators,11
,,Marine GeoDev Canada inc.,"Montréal, QC H3C 1L9",2174-Computer programmers and interactive media developers,1
,,Marmen Énergie Inc.,"Matane, QC G4W 3N1",7237-Welders and related machine operators,3
,,Mathias Marine Sports Inc.,"St-Mathias-sur-Richelieu, QC J3L 6A2","7334-Motorcycle, all-terrain vehicle and other related mechanics",1
,,Medicago R&D Inc.,"Québec, QC G1V 3V9","0124-Advertising, marketing and public relations managers",1
,,Métal Grenier Ltée,"Victoriaville, QC G6T 2H6",7237-Welders and related machine operators,1
,,MÉTAL NORGATE 2012 INC.,"La Guadeloupe, QC G0M 1G0",7237-Welders and related machine operators,1
,,Milident Inc.,"Gatineau, QC J8Z 3G4","3223-Dental technologists, technicians and laboratory assistants",1
,,Minority Media Inc.,"Montreal, QC H2T 2T3",2174-Computer programmers and interactive media developers,1
,,Mirametrix Inc,"Montréal, QC H3B 1A7",2173-Software engineers and designers,1
,,Montrium Inc.,"Montréal, QC H2Y 2W8",2171-Information systems analysts and consultants,1
,,NAKISA INC.,"Montreal, QC H3B 1M6",1111-Financial auditors and accountants,1
,,Navut inc.,"Montreal, QC H3C 1N8","0124-Advertising, marketing and public relations managers",1
,,,,2175-Web designers and developers,1
,,Neosoft Technologies Inc.,"Québec, QC G1V 3V7",2173-Software engineers and designers,1
,,Nishan Transport Inc.,"Pointe-Claire, QC H9R 1A1",7511-Transport truck drivers,4
,,Northforge Innovations Inc,"Gatineau, QC J8X 3H3",2173-Software engineers and designers,1
,,Novipro Solutions d'Affaires inc.,"Montréal, QC H3A 1V4",2171-Information systems analysts and consultants,1
,,NSAIIA INTERNATIONAL INC,"Magog, QC J1X 2B3",2174-Computer programmers and interactive media developers,1
,,Nuance Communications Canada Inc.,"Montréal, QC H3A 3S7",2147-Computer engineers (except software engineers and designers),1
,,,,2173-Software engineers and designers,1
,,Octasic Inc.,"Montreal, QC H1Y 3L1",2174-Computer programmers and interactive media developers,1
,,Octopus inc.,"Saint-Bruno-de-Montarville, QC J3V 4B2",6411-Sales and account representatives - wholesale trade (non-technical),1
,,ON Animation Studio Montreal Inc.,"Montréal, QC H3H 2K5",5241-Graphic designers and illustrators,9
,,Opal-Rt Technologies Inc.,"Montréal, QC H3K 1G6",2171-Information systems analysts and consultants,1
,,,,2173-Software engineers and designers,3
,,Optel Technologies inc.,"Québec, QC G1P 4S6",6221-Technical sales specialists - wholesale trade,1
,,OSF Global Services inc.,"Québec, QC G2K 1M1",2171-Information systems analysts and consultants,1
,,Pages jaunes solutions numériques et médias limitée,"Montreal, QC H3E 2A5",2174-Computer programmers and interactive media developers,1
,,Papineau International S.E.C.,"Saint-Jérôme, QC J7Y 4C2",7511-Transport truck drivers,3
,,Paxyl Inc.,"Montréal, QC H2Y 1T9",2173-Software engineers and designers,1
,,Pearl Studios Inc.,"Montreal, QC H2Y 1Z9",2174-Computer programmers and interactive media developers,1
,,PÊCHERIES NIKAN S.E.C.,"Essipit, QC G0T 1K0","7384-Other trades and related occupations, n.e.c.",2
,,PeopleCorp Gaming Inc.,"Montréal, QC H4M 2X6",2174-Computer programmers and interactive media developers,1
,,Pépinière Paysagiste Jardin Fleuri inc,"Boucherville, QC J4B 6T6","9414-Concrete, clay and stone forming operators",1
,,Plastiques Moore Inc.,"Saint-Damien-de-Buckland, QC G0R 2Y0",7231-Machinists and machining and tooling inspectors,4
,,Plate 2000 inc,"St-Anselme, QC G0R 2N0",7237-Welders and related machine operators,1
,,Probiotech International Inc,"Saint-Hyacinthe, QC J2S 8L2",6221-Technical sales specialists - wholesale trade,1
,,Produits de construction Derby inc.,"St-Augustin-de-Desmaures, QC G3A 2K1",7231-Machinists and machining and tooling inspectors,1
,,Produits Zinda Canada Inc,"Candiac, QC J5R 6X1",7311-Construction millwrights and industrial mechanics,1
,,Pro-Metal Plus Inc,"Deschambault, QC G0A 1S0",7237-Welders and related machine operators,1
,,Public Image Management,"Montreal, QC H3J 2V2","5232-Other performers, n.e.c.",2
,,Réalisations inc. Montreal,"Montreal, QC H2R 2Y5","5131-Producers, directors, choreographers and related occupations",1
,,Reitmans Canada Ltd,"Montréal, QC H3L 1Z2","1123-Professional occupations in advertising, marketing and public relations",1
,,,,5134-Dancers,7
,,,,"5232-Other performers, n.e.c.",18
,,Restaurant Aix Inc.,"Montréal, QC H2Y 2X6",6321-Chefs,1
,,Restaurant El Meson Inc.,"Montréal, QC H8S 2N1",6321-Chefs,1
,,RESTAURANT JUNI INC,"Montréal, QC H2T 2N7",6321-Chefs,1
,,Restaurant La Quintessence Inc.,"Mont-Tremblant, QC J8E 1E1",6322-Cooks,1
,,Restaurant Man Na (9183-0695 QUÉBEC INC.),"Montreal, QC H3G 2E4",6322-Cooks,1
,,Rheinmetall Canada Inc.,"St-Jean-sur-Richelieu, QC J3B 8E9",2132-Mechanical engineers,1
,,Rodeo FX Inc.,"Montréal, QC H3C 6X4",5241-Graphic designers and illustrators,6
,,Rotobec Inc.,"Sainte-Justine, QC G0R 1Y0",7231-Machinists and machining and tooling inspectors,6
,,,,7237-Welders and related machine operators,11
,,,,7312-Heavy-duty equipment mechanics,1
,,S. Huot Inc.,"Québec, QC G1N 4N3",7231-Machinists and machining and tooling inspectors,1
,,Sahib Restaurant Inc.,"Pointe-Claire, QC H9R 1G4",6321-Chefs,2
,,Savoir-faire Linux Inc.,"Montréal, QC H2R 2Y5",2171-Information systems analysts and consultants,1
,,Scalian Inc,"Montreal, QC H3K 1G6",2174-Computer programmers and interactive media developers,1
,,Service Trans-West inc.,"Lachine, QC H8T 2X9",7511-Transport truck drivers,6
,,SGT 2000 Inc,"St Germain De Grantham, QC J0C 1K0",7511-Transport truck drivers,1
,,Sherpa RTLS Solutions Inc.,"Montréal, QC H2S 1L6",0212-Architecture and science managers,1
,,Silva Couvreurs inc.,"Montréal, QC H1H 2Z8",7272-Cabinetmakers,1
,,SMARDT HOLDING INC.,"Dorval, QC H9P 1H7",2132-Mechanical engineers,1
,,SNC-Lavalin Inc.,"Montreal, QC H2Z 1Z3",2131-Civil engineers,1
,,Société Conseil Groupe LGS,"Québec, QC G1V 4K5",2174-Computer programmers and interactive media developers,7
,,,,2175-Web designers and developers,1
,,Société en Commandite Avions C Series,"Mirabel, QC J7N 3C6",2146-Aerospace engineers,1
,,,,2171-Information systems analysts and consultants,1
,,Société pour l'informatique industrielle SII Inc.,"Montréal, QC H3C 1K7",2173-Software engineers and designers,1
,,Sokno Media Inc.,"Montréal, QC H3K 1G6",2175-Web designers and developers,1
,,Sol de Chanvre inc,"Québec, QC G2C 1S9","0124-Advertising, marketing and public relations managers",1
,,Solution B.I. CANADA INC.,"Montréal, QC H3B 2E3",2171-Information systems analysts and consultants,1
,,Solutions E'Mind Tek inc.,"Thetford Mines, QC G6G 6K8",1241-Administrative assistants,1
,,Solutions Humanitas inc.,"Montréal, QC H2V 2A3",2173-Software engineers and designers,1
,,Sonder Canada Inc.,"Montreal, QC H2W 1V1","0121-Insurance, real estate and financial brokerage managers",1
,,Sotragri Canada Inc.,"Montréal, QC H3B 1S6","7301-Contractors and supervisors, mechanic trades",1
,,Studio Tod Canada inc.,"Montréal, QC H2T 1A8",5241-Graphic designers and illustrators,1
,,STUDIOS FÉLIX & PAUL INC.,"Montréal, QC H2Y 1Y3",2174-Computer programmers and interactive media developers,1
,,,,5241-Graphic designers and illustrators,1
,,Synergie Hunt International,"Montréal, QC H3A 1E7",7511-Transport truck drivers,3
,,Système électronique Rayco Ltée,"Québec, QC G1P 3X1",2241-Electrical and electronics engineering technologists and technicians,1
,,Systèmes Danfreight inc.,"Joliette, QC J6E 0L8",7511-Transport truck drivers,14
,,Systèmes d'Emballage Sécuritaire Nelmar Inc.,"Terrebonne, QC J6Y 0A2","9214-Supervisors, plastic and rubber products manufacturing",1
,,TandemLaunch Inc,"Montréal, QC H4C 2K1",2147-Computer engineers (except software engineers and designers),2
,,,,2171-Information systems analysts and consultants,1
,,,,2173-Software engineers and designers,1
,,,,2174-Computer programmers and interactive media developers,2
,,Technologies Dealflo Inc.,"Montréal, QC H2W 2R2",2175-Web designers and developers,1
,,Technologies OVH inc,"Québec, QC G1K 3J2",5241-Graphic designers and illustrators,2
,,TELEDYNE DALSA SEMICONDUCTEUR,"Bromont, QC J2L 1S7",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Tobo Inc.,"Montréal, QC H2T 3B3",2174-Computer programmers and interactive media developers,1
,,Toubkal inc.,"Gatineau, QC J9J 1H8",2171-Information systems analysts and consultants,1
,,Transat Tours Canada Inc.,"Montreal, QC H2X 4C2","0016-Senior managers - construction, transportation, production and utilities",1
,,Transformateurs Delta Star Inc.,"St-Jean-sur-Richelieu, QC J2X 5V5",2132-Mechanical engineers,1
,,Transport aériens & maritimes Arrival Inc.,"Mont-Royal, QC H4P 2A2","1315-Customs, ship and other brokers",1
,,Transport Jocelyn Bourdeau Inc.,"St-Chrysostome, QC J0S 1R0",7511-Transport truck drivers,2
,,Transport L.F.L. Inc.,"Vallée-Jonction, QC G0S 3J0",7511-Transport truck drivers,8
,,Transsat Express Inc.,"Dollard-des-Ormeaux, QC H9B 1K6",7511-Transport truck drivers,1
,,Tricots Liesse (1983) Inc.,"Montréal, QC H3B 2A1",0621-Retail and wholesale trade managers,1
,,Ubisoft Divertissements Inc.,"Montréal, QC H2T 1S6",2172-Database analysts and data administrators,1
,,,,2174-Computer programmers and interactive media developers,6
,,,,"5131-Producers, directors, choreographers and related occupations",4
,,,,5241-Graphic designers and illustrators,7
,,Unito Inc.,"Montreal, QC H1Y 3J1","0124-Advertising, marketing and public relations managers",1
,,Université de Montréal,"Montréal, QC H3C 3J7",3114-Veterinarians,1
,,,,4011-University professors and lecturers,7
,,Université de Sherbrooke,"Sherbrooke, QC J1H 5N4",3111-Specialist physicians,1
,,Université du Québec à Chicoutimi,"Saguenay, QC G7H 2B1",4011-University professors and lecturers,1
,,Université du Québec à Montréal,"Montréal, QC H3C 3P8",4011-University professors and lecturers,2
,,Université McGill,"Montréal, QC H3A 0G4",1241-Administrative assistants,1
,,,,4011-University professors and lecturers,5
,,Usitech 2000 Inc.,"Saint-Anselme, QC G0R 2N0",7231-Machinists and machining and tooling inspectors,1
,,Verbom Inc.,"Valcourt, QC J0E 2L0",7231-Machinists and machining and tooling inspectors,5
,,Veritas IRB inc.,"Montréal, QC H4S 1Z6",2175-Web designers and developers,1
,,Viagénie Inc.,"Québec, QC G1R 2E1",2174-Computer programmers and interactive media developers,1
